[INFO] [1788764767.394082724] [cpp_distance_subscriber]: C++ subscriber listening on /turtle_distance
[INFO] [1788764790.165686538] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.215632400] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.265593818] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.315713720] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.365773328] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.415762529] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.465635600] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.515489102] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.565555969] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.615560549] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.665631435] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.715546737] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.765649134] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.815414456] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.865486994] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.915509923] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764790.965471877] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.015646136] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.065480014] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.115647421] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.165619967] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.215359829] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.265454852] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.315437122] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.365540518] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.415559316] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.465502367] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.515486971] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.565541500] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.615392413] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.665472130] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.715517534] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.765680402] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.815641091] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.865730544] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.915658466] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764791.965633228] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.015599971] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.065412901] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.115537963] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.165482757] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.215625158] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.265481583] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.315644662] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.365631863] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.415550613] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.465630392] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.515556674] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.565568493] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.615449693] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.665567749] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.715678253] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.765747002] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.815387375] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.865450746] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764792.915533781] [cpp_distance_subscriber]: C++ received distance: 7.841 m
